,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
7,2020-07-08,44.5,92,0.1,▲,-52.0,0.2,8.0,24470.0,ivara_prime_set
230,2020-07-08,32.9,67,0.6,▲,29.0,1.9,-13.0,20914.0,arcane_energize
20,2020-07-08,40.6,105,5.1,▲,-36.0,14.4,31.0,19177.0,wukong_prime_set
4,2020-07-08,37.4,95,0.0,-,-22.0,0.0,26.0,18644.0,mesa_prime_set
8,2020-07-08,41.9,67,0.5,▲,-13.0,1.2,-26.0,15603.0,chroma_prime_set
2,2020-07-08,32.5,61,-0.3,▼,-20.0,-0.9,-3.0,14652.0,equinox_prime_set
14,2020-07-08,150.2,78,0.1,▲,40.0,0.1,-5.0,14500.0,saryn_prime_set
231,2020-07-08,32.9,104,-0.3,▼,15.0,-0.9,11.0,13353.0,arcane_grace
24,2020-07-08,91.3,71,0.8,▲,-37.0,0.9,4.0,13314.0,nekros_prime_set
15,2020-07-08,73.7,50,-0.6,▼,36.0,-0.8,-3.0,11417.0,mirage_prime_set
