,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
7,2020-09-02,49.7,153,0.0,-,-58.0,0.0,-37.0,32068.0,ivara_prime_set
319,2020-09-02,49.5,155,0.5,▲,61.0,1.0,39.0,31429.0,arcane_energize
4,2020-09-02,36.0,198,0.3,▲,-25.0,0.8,-17.0,27098.0,mesa_prime_set
20,2020-09-02,31.3,170,0.8,▲,-44.0,2.6,-7.0,26773.0,wukong_prime_set
26,2020-09-02,36.7,103,0.7,▲,-26.0,1.9,-22.0,21566.0,atlas_prime_set
320,2020-09-02,44.9,144,0.4,▲,27.0,0.9,-12.0,20889.0,arcane_grace
8,2020-09-02,49.4,121,0.0,-,-5.0,0.0,50.0,20162.0,chroma_prime_set
2,2020-09-02,37.2,82,0.5,▲,-17.0,1.4,-1.0,19741.0,equinox_prime_set
14,2020-09-02,150.2,131,0.6,▲,37.0,0.4,12.0,19553.0,saryn_prime_set
24,2020-09-02,116.2,99,-0.4,▼,-13.0,-0.3,-9.0,17290.0,nekros_prime_set
