,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank
0,2020-01-13,20.1,21,0.0,-,0.0,0.0,0.0,0.0
1,2020-01-14,21.6,32,1.5,▲,1.0,7.5,11.0,32.0
2,2020-01-15,20.1,24,-1.5,▼,0.0,-6.9,-8.0,56.0
3,2020-01-16,20.3,15,0.2,▲,1.0,1.0,-9.0,71.0
4,2020-01-17,20.4,42,0.1,▲,2.0,0.5,27.0,113.0
5,2020-01-18,20.5,19,0.1,▲,3.0,0.5,-23.0,132.0
6,2020-01-19,19.2,12,-1.3,▼,2.0,-6.3,-7.0,144.0
7,2020-01-20,19.2,17,0.0,-,2.0,0.0,5.0,161.0
8,2020-01-21,19.2,18,0.0,-,2.0,0.0,1.0,179.0
9,2020-01-22,19.3,15,0.1,▲,3.0,0.5,-3.0,194.0
10,2020-01-23,19.3,18,0.0,-,3.0,0.0,3.0,212.0
11,2020-01-24,19.4,17,0.1,▲,4.0,0.5,-1.0,229.0
12,2020-01-25,19.1,34,-0.3,▼,3.0,-1.5,17.0,263.0
13,2020-01-26,19.4,26,0.3,▲,4.0,1.6,-8.0,289.0
14,2020-01-27,19.5,12,0.1,▲,5.0,0.5,-14.0,301.0
15,2020-01-28,21.1,27,1.6,▲,6.0,8.2,15.0,328.0
16,2020-01-29,20.6,27,-0.5,▼,5.0,-2.4,0.0,355.0
17,2020-01-30,21.8,20,1.2,▲,6.0,5.8,-7.0,375.0
18,2020-01-31,21.4,23,-0.4,▼,5.0,-1.8,3.0,398.0
19,2020-02-01,21.9,38,0.5,▲,6.0,2.3,15.0,436.0
20,2020-02-02,20.5,25,-1.4,▼,5.0,-6.4,-13.0,461.0
21,2020-02-03,21.0,28,0.5,▲,6.0,2.4,3.0,489.0
22,2020-02-04,20.1,32,-0.9,▼,5.0,-4.3,4.0,521.0
23,2020-02-05,20.3,20,0.2,▲,6.0,1.0,-12.0,541.0
24,2020-02-06,19.5,30,-0.8,▼,5.0,-3.9,10.0,571.0
25,2020-02-07,19.0,28,-0.5,▼,4.0,-2.6,-2.0,599.0
26,2020-02-08,18.7,21,-0.3,▼,3.0,-1.6,-7.0,620.0
27,2020-02-09,18.5,26,-0.2,▼,2.0,-1.1,5.0,646.0
28,2020-02-10,18.3,28,-0.2,▼,1.0,-1.1,2.0,674.0
29,2020-02-11,18.3,33,0.0,-,1.0,0.0,5.0,707.0
30,2020-02-12,18.6,22,0.3,▲,2.0,1.6,-11.0,729.0
31,2020-02-13,18.9,21,0.3,▲,3.0,1.6,-1.0,750.0
32,2020-02-14,19.3,55,0.4,▲,4.0,2.1,34.0,805.0
33,2020-02-15,20.0,58,0.7,▲,5.0,3.6,3.0,863.0
34,2020-02-16,20.6,33,0.6,▲,6.0,3.0,-25.0,896.0
35,2020-02-17,21.6,18,1.0,▲,7.0,4.9,-15.0,914.0
36,2020-02-18,22.3,33,0.7,▲,8.0,3.2,15.0,947.0
37,2020-02-19,22.2,21,-0.1,▼,7.0,-0.4,-12.0,968.0
38,2020-02-20,22.5,27,0.3,▲,8.0,1.4,6.0,995.0
39,2020-02-21,23.1,27,0.6,▲,9.0,2.7,0.0,1022.0
40,2020-02-22,22.5,35,-0.6,▼,8.0,-2.6,8.0,1057.0
41,2020-02-23,22.3,37,-0.2,▼,7.0,-0.9,2.0,1094.0
42,2020-02-24,23.0,21,0.7,▲,8.0,3.1,-16.0,1115.0
43,2020-02-25,23.2,38,0.2,▲,9.0,0.9,17.0,1153.0
44,2020-02-26,23.2,22,0.0,-,9.0,0.0,-16.0,1175.0
45,2020-02-27,23.4,22,0.2,▲,10.0,0.9,0.0,1197.0
46,2020-02-28,23.6,23,0.2,▲,11.0,0.9,1.0,1220.0
47,2020-02-29,22.7,19,-0.9,▼,10.0,-3.8,-4.0,1239.0
48,2020-03-01,21.7,26,-1.0,▼,9.0,-4.4,7.0,1265.0
49,2020-03-02,21.5,30,-0.2,▼,8.0,-0.9,4.0,1295.0
50,2020-03-03,21.5,29,0.0,-,8.0,0.0,-1.0,1324.0
51,2020-03-04,21.7,21,0.2,▲,9.0,0.9,-8.0,1345.0
52,2020-03-05,22.1,20,0.4,▲,10.0,1.8,-1.0,1365.0
53,2020-03-06,22.8,42,0.7,▲,11.0,3.2,22.0,1407.0
54,2020-03-07,23.3,34,0.5,▲,12.0,2.2,-8.0,1441.0
55,2020-03-08,23.6,50,0.3,▲,13.0,1.3,16.0,1491.0
56,2020-03-09,23.2,36,-0.4,▼,12.0,-1.7,-14.0,1527.0
57,2020-03-10,23.2,36,0.0,-,12.0,0.0,0.0,1563.0
58,2020-03-11,22.9,29,-0.3,▼,11.0,-1.3,-7.0,1592.0
59,2020-03-12,22.8,19,-0.1,▼,10.0,-0.4,-10.0,1611.0
60,2020-03-13,22.4,38,-0.4,▼,9.0,-1.8,19.0,1649.0
61,2020-03-14,24.1,38,1.7,▲,10.0,7.6,0.0,1687.0
62,2020-03-15,24.4,41,0.3,▲,11.0,1.2,3.0,1728.0
63,2020-03-16,23.9,22,-0.5,▼,10.0,-2.0,-19.0,1750.0
64,2020-03-17,23.5,40,-0.4,▼,9.0,-1.7,18.0,1790.0
65,2020-03-18,25.4,36,1.9,▲,10.0,8.1,-4.0,1826.0
66,2020-03-19,23.2,22,-2.2,▼,9.0,-8.7,-14.0,1848.0
67,2020-03-20,22.6,25,-0.6,▼,8.0,-2.6,3.0,1873.0
68,2020-03-21,22.2,48,-0.4,▼,7.0,-1.8,23.0,1921.0
69,2020-03-22,21.7,27,-0.5,▼,6.0,-2.3,-21.0,1948.0
70,2020-03-23,19.3,24,-2.4,▼,5.0,-11.1,-3.0,1972.0
71,2020-03-24,19.3,19,0.0,-,5.0,0.0,-5.0,1991.0
72,2020-03-25,19.3,14,0.0,-,5.0,0.0,-5.0,2005.0
73,2020-03-26,19.6,25,0.3,▲,6.0,1.6,11.0,2030.0
74,2020-03-27,21.0,38,1.4,▲,7.0,7.1,13.0,2068.0
75,2020-03-28,23.7,48,2.7,▲,8.0,12.9,10.0,2116.0
76,2020-03-29,22.8,41,-0.9,▼,7.0,-3.8,-7.0,2157.0
77,2020-03-30,22.3,29,-0.5,▼,6.0,-2.2,-12.0,2186.0
78,2020-03-31,22.2,27,-0.1,▼,5.0,-0.4,-2.0,2213.0
79,2020-04-01,20.5,29,-1.7,▼,4.0,-7.7,2.0,2242.0
80,2020-04-02,17.7,37,-2.8,▼,3.0,-13.7,8.0,2279.0
81,2020-04-03,18.1,58,0.4,▲,4.0,2.3,21.0,2337.0
82,2020-04-04,18.3,34,0.2,▲,5.0,1.1,-24.0,2371.0
83,2020-04-05,17.9,52,-0.4,▼,4.0,-2.2,18.0,2423.0
84,2020-04-06,17.2,30,-0.7,▼,3.0,-3.9,-22.0,2453.0
85,2020-04-07,16.5,22,-0.7,▼,2.0,-4.1,-8.0,2475.0
86,2020-04-08,16.0,50,-0.5,▼,1.0,-3.0,28.0,2525.0
87,2020-04-09,15.6,51,-0.4,▼,0.0,-2.5,1.0,2576.0
88,2020-04-10,15.3,41,-0.3,▼,-1.0,-1.9,-10.0,2617.0
89,2020-04-11,15.1,42,-0.2,▼,-2.0,-1.3,1.0,2659.0
90,2020-04-12,15.1,54,0.0,-,-2.0,0.0,12.0,2713.0
91,2020-04-13,14.9,44,-0.2,▼,-3.0,-1.3,-10.0,2757.0
92,2020-04-14,14.5,40,-0.4,▼,-4.0,-2.7,-4.0,2797.0
93,2020-04-15,14.5,35,0.0,-,-4.0,0.0,-5.0,2832.0
94,2020-04-16,14.7,40,0.2,▲,-3.0,1.4,5.0,2872.0
95,2020-04-17,14.7,38,0.0,-,-3.0,0.0,-2.0,2910.0
96,2020-04-18,15.4,37,0.7,▲,-2.0,4.8,-1.0,2947.0
97,2020-04-19,15.6,32,0.2,▲,-1.0,1.3,-5.0,2979.0
