,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
27,2020-07-14,,388,0.0,-,0.0,0.0,0.0,0.0,inaros_prime_set
1,2020-07-14,69.0,135,-0.8,▼,3.0,-1.1,67.0,757.0,titania_prime_set
231,2020-07-14,35.0,135,0.1,▲,35.0,0.3,24.0,21720.0,arcane_energize
232,2020-07-14,35.8,124,1.1,▲,19.0,3.2,62.0,13893.0,arcane_grace
20,2020-07-14,32.0,115,0.0,-,-38.0,0.0,-1.0,19832.0,wukong_prime_set
7,2020-07-14,47.9,106,0.5,▲,-46.0,1.1,15.0,25013.0,ivara_prime_set
387,2020-07-14,100.7,102,1.0,▲,28.0,1.0,48.0,4285.0,weeping_wounds
14,2020-07-14,149.8,94,0.0,-,40.0,0.0,34.0,14931.0,saryn_prime_set
4,2020-07-14,38.1,82,0.2,▲,-20.0,0.5,23.0,19100.0,mesa_prime_set
13,2020-07-14,58.0,80,0.0,-,14.0,0.0,32.0,11165.0,nova_prime_set
