,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
6,2020-06-25,48.7,97,0.0,-,-49.0,0.0,-17.0,23158.0,ivara_prime_set
218,2020-06-25,30.2,173,0.0,-,22.0,0.0,122.0,19489.0,arcane_energize
19,2020-06-25,32.2,123,1.2,▲,-39.0,3.9,60.0,17886.0,wukong_prime_set
3,2020-06-25,36.3,120,0.6,▲,-26.0,1.7,16.0,17409.0,mesa_prime_set
25,2020-06-25,30.7,47,0.3,▲,-26.0,1.0,-36.0,15246.0,atlas_prime_set
7,2020-06-25,32.6,91,0.5,▲,-22.0,1.6,20.0,14251.0,chroma_prime_set
1,2020-06-25,30.3,45,0.0,-,-23.0,0.0,-25.0,13742.0,equinox_prime_set
13,2020-06-25,147.8,54,1.4,▲,36.0,1.0,-17.0,13668.0,saryn_prime_set
23,2020-06-25,86.1,51,0.5,▲,-45.0,0.6,-26.0,12480.0,nekros_prime_set
14,2020-06-25,72.4,34,0.8,▲,34.0,1.1,-26.0,10687.0,mirage_prime_set
