,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
6,2020-06-21,48.7,115,0.2,▲,-50.0,0.4,-47.0,22803.0,ivara_prime_set
19,2020-06-21,31.5,99,0.0,-,-40.0,0.0,-36.0,17452.0,wukong_prime_set
3,2020-06-21,35.3,134,-0.7,▼,-29.0,-1.9,-56.0,16986.0,mesa_prime_set
7,2020-06-21,32.1,69,-0.5,▼,-22.0,-1.5,-45.0,13936.0,chroma_prime_set
1,2020-06-21,31.0,97,-0.3,▼,-21.0,-1.0,-3.0,13477.0,equinox_prime_set
13,2020-06-21,144.1,96,-1.2,▼,32.0,-0.8,-5.0,13412.0,saryn_prime_set
23,2020-06-21,82.4,86,0.2,▲,-49.0,0.2,4.0,12225.0,nekros_prime_set
14,2020-06-21,70.6,50,0.4,▲,32.0,0.6,-23.0,10466.0,mirage_prime_set
5,2020-06-21,67.2,53,0.0,-,28.0,0.0,-7.0,10457.0,limbo_prime_set
2,2020-06-21,159.9,40,-0.5,▼,12.0,-0.3,-28.0,10032.0,rhino_prime_set
