,datetime,avg_price,volume,day_before,yn_before,lank,day_percent,vol_before,vol_lank,name
3,2020-03-30,44.5,141,-1.6,▼,-11.0,-3.5,-32.0,6434.0,mesa_prime_set
6,2020-03-30,90.9,133,0.0,-,-25.0,0.0,-51.0,10825.0,ivara_prime_set
25,2020-03-30,46.6,125,0.4,▲,-5.0,0.9,16.0,6832.0,atlas_prime_set
5,2020-03-30,59.1,122,0.5,▲,16.0,0.9,-38.0,4853.0,limbo_prime_set
23,2020-03-30,85.3,114,-1.4,▼,-32.0,-1.6,25.0,4509.0,nekros_prime_set
1,2020-03-30,43.7,109,0.2,▲,-5.0,0.5,-21.0,5309.0,equinox_prime_set
7,2020-03-30,35.5,108,0.1,▲,-12.0,0.3,10.0,4995.0,chroma_prime_set
19,2020-03-30,50.0,92,-0.4,▼,-14.0,-0.8,-34.0,7435.0,wukong_prime_set
80,2020-03-30,70.5,89,-7.0,▼,-7.0,-9.0,-37.0,3182.0,shedu_set
12,2020-03-30,149.1,85,-0.3,▼,30.0,-0.2,-10.0,3719.0,nova_prime_set
